id,score,review,date_added,medico_id,usuario_id
120,2,fFMzaEhPvoIUMoNYlXRZNfZUjWsGkuUpWuwmevxcPiHSzfLVcoDzTayRmpvVuJBYlBuiiagcjKlHBrkHeAqO neuAcFQOLNhVcaG,2023-09-26 13:32:03.595846,28,9
121,1,msREvrdp jcQNEeSPmznhhJJsfhcEXyAnoDWPKPYDbebCmEb yrIRAhpqiCxKFuV CaKaCuJmHmuJKXZvhzhUlTKYrvvH  CtqAQ,2023-09-26 13:32:03.619856,15,242
122,5,cos EBVjj amnzkfufXPnVLxpwZadzxghnLtMcGfwIJSjRKragodV WNBU YCxUOYBOluiSGoVUalejNNNOfyMmSWyVXcbjTomKp,2023-09-26 13:32:03.639843,46,242
123,4,vyCiZCFXwGhmHzoScXb wSVnvydqzdUQGVFnRaiXXttlIlGZwaGgdYJffbLKlbzjIVvMeDIfkdczP  DWzhgXAoisr kSllkbcOM,2023-09-26 13:32:03.660843,5,112
124,4,tdnhLk cXuFQQOzsfMRltYe aFPSnVfvHkTzuIfrQKuKHrUdJUIAGd hxmzpikXPWYqWuqIvvNMX sOpRWfa tfHIaClQLzjcalT,2023-09-26 13:32:03.678844,45,139
125,1,AzijuwkmGQETNUwRZp smVaAPZMlUXWTFUgJtuPEFoC ohFKvRLtZWSgFhldxPlHLsEaghOieFX hnisSFgJGOJPHkmDdCdBbE y,2023-09-26 13:32:03.698846,30,168
126,5,mqcRWFjMfqzMreQQCitzsJTzLVYmROjeGwRiRAGSvf cavQ oXXDMwKVDkLKfLMHMLdfIWFwNxhhFcwoTCbMgnIqTAbLuUyroOBn,2023-09-26 13:32:03.717842,36,146
127,3,lhoMdeWhtsKmVLqJmfWkqHKAqn QLIUxtkmDUDPKCIukOuJhsVQjzAbmsmFcjXYZiirTdrjyOLsyukf vsHGn vdayAMXETZgRck,2023-09-26 13:32:03.735842,18,213
128,5,CnYwj GGBjYaLCkRxPJFcmFiZlinjScCeVdoJchGpKIt GmT CNeeKGsOfodSqshFoHDBXuahtBccqGZ eDCnjYVWZWJHZIYsPHt,2023-09-26 13:32:03.755842,39,185
129,4,yNbHu TjOz VmGliTanlGCSWOlM mvyqXCTalrLrcYsxebssbuPEbcBAdkWGMgvnCOiwTIQtYrleCbccZmJMkrRbhAsxcilHNx s,2023-09-26 13:32:03.775845,17,56
130,5,lHsFtCcWHCMiGnge rIWRuufsgXRwtLHKJGVYvySQuVsOzDIhprhdGpAxdfHILxwhPnyFCWIKVHPPFBXDLqarBQZGQj qGZzxVNI,2023-09-26 13:32:03.796845,8,229
131,2,gSWhzHDOmBY gLzBBSGtjEOExMiezSYecAlzdtGjrJPwTFpiPgxcEviFfMFWuuHgkDudkmygUwYCw gVlBUmnGpnIPKFocxhnxuI,2023-09-26 13:32:03.821846,18,119
132,1,piTWaudRwCvRqFHqktZKwEYZliPGPaQUrOKznTCCPJWZrrjWAfnBZdLzE bfPeoakLVJmKuReV JQVAWXgleTwJIdvufcaFHVYIG,2023-09-26 13:32:03.840846,20,233
133,4,ChptcadRMShzn hfapQhxonCkrAcwdMehxjwQnBlbMTehbLwmOwgt qJtMu BDUwIlZwtvbKwfLgsEwJVXBt ZWFosWQT uWmnv ,2023-09-26 13:32:03.859842,30,58
134,1,PfCMnCigioRAaVfirmCgKRAvQBYEAJavyZesuzdeEVkzOftVkAtLEpKPmiCpsbkFXNLSOkEVKeTfNSuvyoZOSfSfRCbsAVKDbBlW,2023-09-26 13:32:03.880850,1,160
135,5,jqmaLnP tZpfBFMeWXXbpXtdgmDWLyqoCFTJLfoRTUpbulKweeEnIHgqxuomTZwOVIgCcLDoGjvZnCJOPixFOVXMtsaIVWhWuDMX,2023-09-26 13:32:03.899842,46,129
136,5,AMLPhkRQmzrrSUiyqnF GJzwIVXGPgacFcpmviU uXIvDYxdSZTuktkQwCkLEvYNnEZi InQLiRYHUxQEJDoMwKBGRuREeDRLFjE,2023-09-26 13:32:03.911861,46,55
137,2,dxwADlzhZotdsDQkClFTTHriekKfpGWETzTNqTwNsnjV A JOFWyUmICzudPDqBCygiheWuUyLQYexvmPFJRekKySZowkDxTTLRJ,2023-09-26 13:32:03.922842,11,59
138,3,X OcDGhScokQlkNXIMUnARSVpvSukSeGqfrKOEnUOlbYXAFCGvQrWAmnc coZgOGVpiJssuLRYbKFMbovPCzKSCNGmLsodBnDLBd,2023-09-26 13:32:03.946846,42,137
139,2,kTzpmsQRUyIVIHMlWumXADGebfbYtYVZvaZpbKhOZarXgqXNbBVSzSlUKDnpwjQHoeURQvsnJJVneJuBenzGUxJnWCrhlLQLKCOr,2023-09-26 13:32:03.974842,37,89
140,4,pBZhgDPNcKalDvxeOVCnSrRfkgMpxgdFdDijrXxvTaaMMfIRUEAGKMxQWjTjKmrZiNvEhEYv cbHeZJSNRuPamn GzfZwJkxzTXk,2023-09-26 13:32:03.998845,16,130
141,5,KXSIcWAR ISrHvwgfNVf KErQCXHUWmmjPVOmReHJUtuktKKFNqQBHrcPDaJWwbJhgqAbgVljDYdoJOUyhxfbgQVoBtiUDORgpsk,2023-09-26 13:32:04.018843,37,108
142,4,SkazZiufAHzrXnTLqdAHtHctSRovKStXOKhnKERiWO gCHLBXZgrHp WsmWXfOXdVNTIpXkYCEAynyWWEMAyXgdLvCldVhUXHjes,2023-09-26 13:32:04.041841,32,153
143,4,GfYmDBqugApXpLvEqYDZb VbddTFAKmjWiDGvFmCwcFIaZFDiOidIxGRRWq wXaRMUccCgxWHyryeAQkJaIxOPGZPimZZcSPzuLX,2023-09-26 13:32:04.064846,32,220
144,2,YmbEnZJIXQzTsHxXcyRajvSKsQMvJItTTjkUwtmOAdITlPzeAJRcyvBezgVypQMYjTGe QkYFDnzaVEJuZmMFsLOWsLPVrPfQlZx,2023-09-26 13:32:04.080843,10,225
145,1,vNoMbaZQnWcIpniXpXRHrFWRjtrTcVy gDTVNjBLTAHunQsjXHpBjrVY bSFeAKVDdepNKiAcTnErrOkL nnQqmoZPJXwQvlgAAZ,2023-09-26 13:32:04.095810,26,86
146,5,FqmFNuZsYXGUXsNtvk AxgUkJrLLnUhpOUrpaklfvXOCPsRcEDuKDxiceXyMPUJjOhGAufDhspKXcfdOVnBNFDQsHSchnUIxdKRm,2023-09-26 13:32:04.134887,40,85
147,4,xxoR qKoIYTOjiSIgVrSlZntKDuMBsRBuWRExBuABDEWjvTcQtIEMgLVsrRLhShWptYDRBYdv kDnkGHadXCBRNIxidBimfcZH F,2023-09-26 13:32:04.150517,11,188
148,3,eKSIZOsNClpA DNGeGnjakLqiRpZJMCSIgMlWXQOXBPlHtYeDrKTgoz hptjtSEixCZVdySvnMvhYwSkLBHMRkerKOmEIYLMjEJj,2023-09-26 13:32:04.173517,10,8
149,1,zrJBERWMRghSZHVnsRvKWtjDr JBXlRaoZQwpQJrsbhgkVftlm nSrZflJeCfOYJLUxJOdhtMrpBswAmRvoIiEYnGIgyuefRKZvl,2023-09-26 13:32:04.194946,2,41
150,1,k uRzBmWoMoKUAFcvKMDAVXNlwbJIJWIfrwqiFZXc MjNWdAHTBZqJyCXdFtmAMbsdiWHT luvHHalHscvgLYooSHcVomvNdcAcV,2023-09-26 13:32:04.218188,48,159
151,2,pwcJYMvLGWQkreJUZBY NUSWK Cz HmcTZkKdTGPaAuJHJhhNtbCJNCdHxgNkuUbXuhBNBovntBMUMtmfXtuGnRrngtIgbSVJVkG,2023-09-26 13:32:04.238182,20,80
152,1,mKxVRQMZklMmXtaFKLyO NtyjxRESfImUIWWsQaDanVhviodfMeobxVqTFYbOJUdsgxSFocCxyYn xXYZGFGelsiIBPRjjDoBaKu,2023-09-26 13:32:04.256190,24,152
153,1,LBhzKhWvHEopnGFLZLXHnHDXSHNaTtcNQXzRhWDCoiFBFEwSqNYeAcSRyCMAmjDqKBTPAXLOIS vkiPUMkiSqWOrklJEJCoKG PY,2023-09-26 13:32:04.273183,33,111
154,3,hMmPHoUGJfChKvLyPiuPGpSXtCa gSlxEcYvkGBeYbTdezexZYpqRepbQIpPQZULFXUrpztpgEwjisqgdxTiRFmYXJxXQ gQxBng,2023-09-26 13:32:04.289183,7,164
155,5,zPPCkMwwEMLsJuXMjbfhahWrZGqiTsPQHzdYSjyhdrauonrUSqklkmpqGNgZhQQRgqkClckxPdtlRBLrLtTHrZraiCUaLxBBQFgD,2023-09-26 13:32:04.309182,32,158
156,1,epGhgiTZnfNvPfhSuoqtcrIwapVlMSwBBbFolGUMJYDDIBUBfongKeVYrjJfrOkhjSaoKvJogSkfYiCXFpCHpKbagTHTsEOUlTUv,2023-09-26 13:32:04.328869,34,105
157,5,nkppacqbiVaqHjDvhWGqtDfhHzjxKnpuEWJcdowJCkMgOdqFGthalLsshzmiLOXLsSBGvIFKakKshgfmaFkNPhoYqftUZbHQRHbN,2023-09-26 13:32:04.348690,32,208
158,5,puPBHpdgtnkvKfgQvUtodof ZaAqNicdYjifbneGrNvibAzVqUWLielQVTDZI RSJBNJdsfltgbZEYRbCKKFhLHEBrbxjxREPmuH,2023-09-26 13:32:04.367684,45,106
159,5,rQKWVOIHfqKaslOydRgtwocQPMYKhXPwCWpndVhQBzzykeYhX wHCVTxlDVDPwbvNetaBJyGnuvvPuSAhLKUFVaOjrFHHxjahSvs,2023-09-26 13:32:04.385651,32,106
160,1,OnJIWyNYtsvMGkyxbKsLSAKFQMJvLKrwlsSgraoeprUrMxasGemyeVifcfTyHKkpaUkAxBWSUiCqSwCpGTjZkNSBRlq GaDSFbKt,2023-09-26 13:32:04.404653,42,225
161,2,kapXV ZrbwVXVezOSRqpyYTDYukFWjIXbfQcFzfAeKoqZgfWTUfeHpJojuwqMzNWRmEegRIkiZWzfbgzxlHCoxPSsfbzrseDPNtt,2023-09-26 13:32:04.430688,3,27
162,2,ejIHUrTSmHvpbekpQdfvOdUawfRnemqUVBWgnfETAlvEGCrsOBmmEjSNgzSgHhaJjVndVQcCoWeewhkGdBLCbRpoNBSXLqqbhNRG,2023-09-26 13:32:04.450658,41,1
163,5,XrTQRLRXHGSJiBwZktUpKmHErsjFrjjKLDAU xaAkZIcpMKjKxqPdTFVkdhQVaQCmqINSFZrcNQPxJJdMRYNXCUGwlAaOugQSFdw,2023-09-26 13:32:04.469653,50,127
164,3,LGKkPoYwP RWAbImiuiXYAGVhpkajrFMcJgSUbnGTkyWxYCXEWxyIo bmUFROVYfbYmZUEeWyTBGQtNhQeRXRgeEeHiawzbyPqkd,2023-09-26 13:32:04.491674,17,113
165,1,jqXcUXMrkSYjlLnopYYoVAXHcmu QYJdmmfakZiuZPYOxAFVOlVYhrhGmPVyShUNLtBcB QoFSYuAzsWfVsBnbIzFPgtOCkrkIvw,2023-09-26 13:32:04.505675,25,27
166,4,ScUUss cnQsGdGtYwTrpOeQbnVInOzxgzyTk rijDeobJNtKFOOlhZHzeiIyhgEhdDWckNHwpLXQSvFjpywakvpzRvPdsgYVWSTC,2023-09-26 13:32:04.527675,31,5
167,2,iqKsObhdpyrAszWwuWFqpCX TdanKpBQ XgXKRfCnNMjQtGmDRSpMdLoZNJjhyOUJchahumGgqLQYHqGZgTSFQgETCrupJThHunL,2023-09-26 13:32:04.552675,34,146
168,4,gtiBRRMEqSZV WUAohDprj qtHHmjoFfDsPFSCbnNxkIQlrfNWqAkorenkWgl YMzdIxPVHLbJQiaUCMyYZezMuoBwOMvzoqeGiq,2023-09-26 13:32:04.566674,26,206
169,1,zmHsYsp pyWZjWTegKbxUWkSyBiJydLRULSPBUXhLppvYvrCklmoNnoUwnEFH xhnszNekioREBuRgGnLZVAxzpTSZWz oALrFYi,2023-09-26 13:32:04.590675,33,203
170,1,qmIlkYwTDmzlezbGOcJfgqHDRocaFIGjuyAOLHWwmmOSTPVnBSLIFsduUJmxLhOrhdxvSWYHNbrpSbN MXkwZxeKPjVCvQMkHfVY,2023-09-26 13:32:04.610674,50,111
171,1,cuFoXbPoyVXRslm pNnFjruRHqMNhnHbZECScghzEtNnETUWZdQEdsrjxOEgTyJyxmZDhDsoQDvveNLkBtbpGqPrnYhKeQtkgjJG,2023-09-26 13:32:04.632096,2,88
172,2,dHqCFUcNaGRrDVAWdjKEWfVLxifQgSYvvMoKDT VbSGwhujZBRSdujxbqTywvbTLhejWwssOqKZTbBTUmzjmnUTBfgQmuyBCkoDV,2023-09-26 13:32:04.651096,29,30
173,1,ikzTgalzhSudYIX wghivjchjAeENclHluEnidvyWUkYuOPWwzOMZfAwYmfmPUbYm kFnFWQluYKiUrzSAEimtS NBesGtniClfK,2023-09-26 13:32:04.673258,9,88
174,1,lVxSMuqIrBHWzSPQSudCXNipMxZpAZIlYZCLRBJXCXMiqFLOihueKKkVtm YamrO abffw bHUFyMbsA JQjQQiyOTPkTMzxVjYi,2023-09-26 13:32:04.695277,12,85
175,2,WuGPnFALQNyRMnXLdLezWgUoQDpDGBibsnLyxaEcpiDRGtHyEjLTxMvEnAJnVXYzLphqbYPCblXKIXaujgLYMCdpRPvczGhihBZU,2023-09-26 13:32:04.719260,22,122
176,2,pJT lLwW GRwgHWHlGmvrVfqDLthJasrKr uxUDmQMsFSFHJFdplxVIIpPQP eFZpXmzRifrBxRptoQRVdOrdu  McZSNdscbvmY,2023-09-26 13:32:04.736152,16,139
177,3,UmfofLCGWEoXhJAKrcAgnisMcNaPjbmHWEwXdndphspqGyKnhlgDZbjrQPHltjyJoFFOEEYeSKNTfWRKOQLowiVWRZTjkqErwRTF,2023-09-26 13:32:04.767033,2,174
178,2,CUwrPyByfUiqbuyjjvidZKW cSwuOfgvXwaFoqczpngcJLOvMWLWMJVTiYGmQQtOklvhxTmQGDzQiWmUkAHacgKZKRfaNsfCVFzG,2023-09-26 13:32:04.795507,2,127
179,1,VpGpqlMvNMOKNcwZFDdJkiQamRcOA KXGdkYKUoTSEOzPoggcwCtgFYqg DBcdsZKBgqpVcZSETBRQsXxFyFPRr mEIdNqvFPMxO,2023-09-26 13:32:04.809510,2,124
180,1,kIXxsI AoJGEGIyCBXTOlMsjBscKspmxnCsLKRbQnqvgJAhNtpayfeRGuLdhiLw TJNh ZnJvNyPdnYMI YUpZeUMEnokjuTwyoc,2023-09-26 13:32:04.828711,4,171
181,2,vIgZUBndqFHVPHhjnsyxkCrIltALzZGmJFUrfHtHXdBDJrkWtBpnrmMotlFABPEmVsUIfrCWQshuEkVzsuEiTdCUqpAKwwPclFbC,2023-09-26 13:32:04.850656,28,173
182,2,NxMxluDaPfOxYFXIRdERuaXbDkLVJauqnZuaRovoXZtTeManMVeKPIGqSrEFNqCYkAVdSkxutxNypTLmXiiZQggukAbZTjmEKCha,2023-09-26 13:32:04.867659,46,58
183,2,igVimPysjuCQRgrZTjaWCUTsWeuoktoHwTqCbwKcEahjCDNDrpeSckVWFuuWUgndOeaEKLpbRSrENUgnGRsSIfyVkt vNxhUGsQg,2023-09-26 13:32:04.888659,22,196
184,4,rmezXCRwiRenSCIDvsLtTiQVigkIxlcMfmLObuQFrnrLallkBLKoCLGhFCVHOANeJLBddoEzuwoqdpNdrjEOpnQzhOYtDavByi u,2023-09-26 13:32:04.902657,6,213
185,1,MDBhbvhkhzLQWZmNGpgUWwwvuzNlUpzMLvHjtupxDfftJpLMXxSqRMMgZoZxRjurLNiUxsRRMHCgJsizrgwTEkOSinEY MErTySh,2023-09-26 13:32:04.921657,2,154
186,2,nR cKqUWocm SvvOzQduRvQoySP jWleQQAwdSnfaINcuwWlaToXTpipdhUkzGNZvmhqvgDeivXpSZOyXFDoHAfnFdkHVlXvntNh,2023-09-26 13:32:04.942662,17,199
187,2,G gsKtmFBtqUHbsZAfFBBHhypXzcPAnPsXKzVDnoBUyYHQpRY bayXbFhCzOzkxHyigi FvxMXlUjbAyvawGkBEPDFJyoTleLDDa,2023-09-26 13:32:04.960659,44,242
188,1,OyxAEVsgSUhIDMkFarXLgXgarCEpxYrNkGrGXGzBlqaUlPMSQJivzj SgeZsPkCfIS vuxQEcWesRSUvwktwiZAhTgziEFbklcFY,2023-09-26 13:32:04.980660,31,231
189,3, fJbUkmWCrXOTJRDANFlUoLbmduKfSpWzLtsmuEbAfpKCKPljUCuqaDpTZzapByXAojHcqYEecHBQGiAVZ TgBTFvCdrCbnMQein,2023-09-26 13:32:05.004663,38,237
190,1,aYBjoMcqUN wUJcqoKfjmolLauDkZJltogUgfFLGZvIrjSAuvDydfjWYjROLjtKmGxVTxZgKPeBiLSgynfXUidGbxozArwWYCOKe,2023-09-26 13:32:05.026657,7,214
191,4,MNpfcB Wi ayIwLdoQdAXJxfPxRzETECOJEQwzCzhXktkQCvRWHcbokPMwUTZJazUjzKbyumLYVAxiUsaEJLlsxHLOwYzSXKgkER,2023-09-26 13:32:05.047661,6,221
192,1,xuVZdouhXJfczUFCNfiBrubBVcOgLHZeBvPKecVvBpMfJrLYJQCaqqoDvFdAmOifTkEiWkrRQKKtIDbbPxjfNeJxndCVCVHCyEMn,2023-09-26 13:32:05.068660,22,108
193,2,dZwoUzwUXoZpbiwyZGqfvXbWbfY XHdiaMYYFWhDhRUZYynpxYMtvwMCUZDeDsupKUgRRdkhVLHyjEUFYXiTIvQoQ rEFjCmeJIU,2023-09-26 13:32:05.089661,6,178
194,4,cNGUGPCaDf F pqxqiKOpAmkbquIpkrzpicu iNbqCSETzkdRRlphuwmwfPpddMNRuxPLvUFLOksQMEvA kEUzeVHIchjFbVJTRp,2023-09-26 13:32:05.115659,30,93
195,2,hYAMDOFfJkzJJhZuedrkEoliiWNatlVWLTMBOcZUxWThrmXZDAbLjnvKnGAynMMDhZKLPiMrVfOOpBGDuHRw yxGkFVOZkTeZQxR,2023-09-26 13:32:05.134661,28,45
196,4,hgXezvKpfHZCHDhRhXCdOdHrpTJHqOzGGugYjtxMQOrVycYJpnqOS YXzMigsmbBiSrh qMrQjwYaVPbxWq XGtvtUVjylutAvvY,2023-09-26 13:32:05.152657,9,60
197,5,cB zvbdLzKVVM bOydcKDZGbMXaPhmLEFDJjGpAoilfzwrpAPvtXGNCaObvEk nkwaPCcSTI YQtEpOiYAIssaoYVXPgphblWDGX,2023-09-26 13:32:05.170657,46,44
198,2,Jt gSOsYFOPIGwhbhDa yroccdGgXCxeSXaHULz VbIKjDPrMKXOVZlYFcGfqZjHBCiaFKlCJuPMwjFwsjmsqZZwPcSntuYIPtqc,2023-09-26 13:32:05.190657,46,141
199,4,bYRjQiwdaguHUhoGncVmuezUfFLJXJe XrfuytZPJryJcpIyGSsdUOcHingJ xxsHgspybjbvhSOUnuuZZnWzkibiUSNIOHFHi t,2023-09-26 13:32:05.209657,9,27
200,5,IvwyZuIMyZTBmkttDSoyAgazyxQTZOYdaTfBUIvghTrCWkNXTVXRSmsYKXDxVnFXgPjqGPceNRndrkrB LUAhveMQooOxzAMsDAl,2023-09-26 13:32:05.228662,12,248
201,3,cRqyJsciJgcHcJtL IaVtJpvQHsnmMpPVdtmQH qerlbucSRgjvJKKRzHBmpoChUgbMtomfsmPVAuoOtO TcOMHwTiJkLp BkpPP,2023-09-26 13:32:05.294665,29,206
202,5,dlriERzSyHHl WThmqWarIlxgowCAUuHutNuNzWhzUNMnZSTe ZtCTbXLftVAFjpGEICbBlOQHyodoBXgpdEQsDgQtdwIeIFuTgB,2023-09-26 13:32:05.337140,21,11
203,2,gGSAhrbvMicRaGPoAtAiHqXnhJnMSzZXamWJ FwMEoSsJwvLSmCvhkYqBxZQGqjooUuKPkyTEDYJTQexBSYcnbxpecvGVrkfzDg ,2023-09-26 13:32:05.375141,9,91
204,2,YH PCYqHWIAHFPNfJkejMKPfcGPZejoMPbKDXFMabd supaZQotiANEOXRkWqKRWIhxrvANlitJinhCdLdUfgzYZCgnlnCaPir o,2023-09-26 13:32:05.419140,30,149
205,3,jQzaPh HNSYlQVBQkIIQdfQjgTWQEecUPxiraTDpZAoPJCVugVsVKPWcRPgSjFnRMhxHoPPatSJFPPpAXZceXDDRVHHHNmmiyftk,2023-09-26 13:32:05.442139,37,206
206,2,VFdfWUNgvtDaaokVkjleKheUcJdmhAHfqgzUsPhILMhPhPrcOlWyojRS DDaItHrDyOyVmGAd gorObGjvEwbrtIxhQERhbXHEPP,2023-09-26 13:32:05.471133,35,8
207,2,vxxyziPiVCVDwkNVGOcNqSLknXUtppTJfHlnyzBEkKUGmqdHHDxlGoNPgSawrwRMy SxSPlRZGcPVfhcxmgzzJYuMShXJDsknomW,2023-09-26 13:32:05.496136,23,206
208,1,IOJhmMSSbCbYgVMCGsmdWsbEQfBSGXsqr lJLJDAVCnwRlUo dgPZsKrhLuGOUDPuaKwdrtZOuvqBiJIETPnFQSNNOqVlGUZ Gpk,2023-09-26 13:32:05.515133,32,5
209,4,DfQLdwirehZlN baAANADwlpJdQSYegwnRDhCXZooXVKwZxRymtZG HPqKBIx AXUbGSduWzjKSjYysRdBqEWlOnjGRkHqSAroPB,2023-09-26 13:32:05.537141,41,217
210,4,vDhjsBNWRDqUUDCfGwBQPCTbgUeKch NMjJOirJvVVaPQqVfnJSQNnVtlFgyTN on WjVCeKFFMVEdRlBdtPPzgzeSXsYRINWjW ,2023-09-26 13:32:05.561132,15,197
211,3,DmfCGnJbPNicFmUzhvGFGRvifaQgaUmTnOhUvXYpUBgWvAGjHz PrJjIbvtYegYtGZGXgHnJxUhawCTsny oWuOFLMzETEZrzSHb,2023-09-26 13:32:05.580134,30,21
212,1,KvaURA jyDnCayTukGxlcnXxmRWEqxQKNsQvxdOr qSwFDaInctDbSrECtMtNLnPzoQUAGoHbhsgUHgMuQgsClsDWYRaYqxKuxRf,2023-09-26 13:32:05.599130,32,244
213,3,gXmhGGIiyhMMYYppzQrbhiGYpTsXwyJxDTwClnvTKZEMHXOBorpQoCpfgCvQBDRryTlMlYECMQeqWxVwIJCBLoKSbjtEIeUpSTaZ,2023-09-26 13:32:05.617135,40,56
214,5,RQHxjaJzEilqYwlRxcNJQJQafepezpWDdHCZHefZequtGlFJsonaljUAIBDwyRwuwOTrRXUKqGxT BpMNJHKLOkDRxBzxpDmaRTp,2023-09-26 13:32:05.636132,13,151
215,1,nhcHWJgubVwYhHUjZFbPqhlClxD HRQJhkDt JVwRWamjyBzuxZ uuBAKzynbOh VMLdWSZlKURiMTYkwsLzScUNgVRcIMsNpJaS,2023-09-26 13:32:05.657135,45,148
216,2,rBjyYlASVnhqrAjpmtvAfFsvUfOOgAlUlxSPqdoikIceMgtxAzzOCiliCgkDHUEhcSXLrHVlOWzLTLXkYmJiwHpKDVKnQTOWgcAA,2023-09-26 13:32:05.681133,19,109
217,2,WZgfyhElqqPcymCvddELFLkkwYXnmfQh iZGSWGajmevxVDuwGjBLahETXotIymsGvcPbmPTwgDQyWxRGyOsrOozZdRQGakyrmrA,2023-09-26 13:32:05.711133,1,60
218,2,bUYogMmYaNZpHajxUxpnUQExWquXjkizuugFkIVRcKHbkKmEbKMuMDXrhSNryBaAmfKjHHkXwsZkJHkcnbWrcJXnjMBSnYxrYNSs,2023-09-26 13:32:05.734135,46,122
219,5,ZsRRBjUIoMeAksAaaogEHhbsNIubrtjiGEdmqmXFOyPIopHhdsnXjIlKEvdFwX XCluBuBtvMuLsqIDpeHvyiklgSHBqOQHqFwTi,2023-09-26 13:32:05.755134,37,209
220,1,psbjzmztt GSVtwhkBHpHyJwTm yswOLlCFbwPuMuEHsHLQvzEiIuVqJrWtugDkqnAEoTnkuXzJbPGkoMtXl NUrUwQP dQXlIyh,2023-09-26 13:32:05.788770,27,227
221,4,aHYXwxsXzyvWcvdeeEhBmjqgZARiCMODnQHVIdAoWHAEzTfhMIefBI htPujSdogYbrFLfRaSORFChzgEMbBRzqIXYNgoLJdPIvf,2023-09-26 13:32:05.808755,36,48
222,2,KFlHjQDMYaFdupacKki EJKpFDCMgjMXuHHm hTmnvpoJjSsuCjHfyywhXfEjKcCQdFXwecedMUfNYblxKKQSBYSnOBrvNaJVSZr,2023-09-26 13:32:05.832990,1,234
223,5,qfSeUH GRjbJxiEMxfJBnqkyDTQSIVkAjmafgiDMUtLeaxyGxcDFKZecXxlVwYgDxADmNjTiBmpAxKtPncDGpitvDbDNATTfaLpK,2023-09-26 13:32:05.852989,1,114
224,4,JYVdZrrHZjrWKcXltZMzAwtmvCjqSYcosCAdKsKOJCjYWvwMHOiYKpXfTtKnjueOrNLjNZVOzdtxtioMNFiOTQwTVLbtTPmFcCKC,2023-09-26 13:32:05.871990,40,4
225,4,vnYBizvDoZAufZJJOaTwrLYQrWkoakerIuAehCavNHrFnVnXcBpdYpuOAEGuQNSCmbAUiQjSoskRHcodKASnnXBblYzXDaYgFeHV,2023-09-26 13:32:05.891038,37,126
226,3,JgdPEWRSBNrKtosketgcpjJupmvYjuDTWCxDjEgiTqonWIiSvOJPz EPvQlOLHQcxswbGWgQyPNIsYENNJxtTKfBNZEztRSMPMSW,2023-09-26 13:32:05.903037,41,67
227,2,zmqhnVtuEIxxbqVbmWviUHoKjFjaTElBrwWZMxxcraxDoYEBsFPJZFPwsRqAWpiItteYiZazkuQtldgSJGrBthtgjxWaGueG Pis,2023-09-26 13:32:05.920266,34,224
228,1,lPVobUZSnnBJzRURUTVKvpuXozOhmIQNCiTEIJBjIPyhivojMxcIskVgmVIkqeeYmBG AjpGorFUrskxqOqTDviidkS J HFRIxg,2023-09-26 13:32:05.937182,21,226
229,5,tStQCpxhzkBhpsynSoBhxNFPprKgVbtYoXHYUpWFpALriZOMRulRNaivgfkTAObYpCctrBVEdrYFginbFanVgutLFkLMBSqWxtkP,2023-09-26 13:32:05.955175,9,195
230,2,SLrIYOOyZWaocFLAlUHdiqQ kkFdGIByoKo UH FkSfFnzzIJhZXTtdqzBvVELfIFGFadzaaDWiGaUWYngCVzsoLauOtgQmTOpfr,2023-09-26 13:32:05.973929,24,81
231,2,cCJtQLmqTijAAZzdIdoFwiriYrdPRnxQX iAsOBiHUlyoPWPSRhdlgiYHmMGuwFFkzLBn qdRSWaIywBrEDYlZxfTrhsxQYtZGBl,2023-09-26 13:32:05.997003,25,161
232,2,qzty gspYkrLGsqhdOImUjZvcxhtsSGOMEynYrQXEtsrVTwynvxtQonvINNPuVvDdtctxxLmfjEXGKvdDqdWNRAFgNfNDHfp JZc,2023-09-26 13:32:06.017001,6,235
233,2,GDCnzUYghuuwwNqgWxDiedMpwQrvlymDrolCoDKZYltdisKToCPwBWozknXuXIFooirPrTnmTrFZTwWmeYmiPpTY mdo tOfkuBU,2023-09-26 13:32:06.038079,5,122
234,1,xPjIKFtmi kLhzoAvxlKDcDZGPViVYjbRHMLBzxPNHoQcwpSLWKhxgmVmBEkfzNrJzPNovBgJTOqoXOlApcoibXvmdtWIsbenHPa,2023-09-26 13:32:06.062079,41,104
235,5,ADvLVUBDeUoYJFepSkuDLKlDEnfgkgTqmFTGxYompAuAMtpXYMQwtVMTcEvRxFsdzekrPqMUmWgxBPCqYHSpajgaLgWhjHTZVYdV,2023-09-26 13:32:06.081483,8,234
236,3,HIzZVdEOusMzZLPQKOpGLbcITJpYPHuOTPxLuMObUsyuckFCREdPVa dPXTvkJMmPToiGRXaGSTxqzOGmMzqiOrzyaFOCfhlrGBH,2023-09-26 13:32:06.105477,26,109
237,4,QvKNdmyuEVsDCdFcAWBnZvRHm XVDcFHVQvejgWQTFKXljJdHhNtZAOTvwziDXzhKfpnpVqWoGvSJGyVV BbAxyMhxnCzRvWqlDy,2023-09-26 13:32:06.125479,16,190
238,1,YkelOsbvffLJUWikQJCYkblTzMrb LERrWdUjRqoaTmjDjjuZZbMmOHfzvkvYXvWRmPQDAgiTAAhxpQSmgkLJiTydcjARIuumWeJ,2023-09-26 13:32:06.144479,49,10
